title,source_country,date,url,clean_text,headline_length_words,topic_category,month
"Joint Statement by the Foreign Ministers of Türkiye , Brazil , Denmark , Egypt , France , Finland , Iceland , Indonesia , Ireland , Jordan , Luxembourg , Norway , Palestine , Portugal , Qatar , Saudi Arabia , Slovenia , Spain , Sweden along with the ...",Turkey,2026-03-02 14:00:00,https://www.mfa.gov.tr/joint-statement-by-the-foreign-ministers-of-turkiye----23-february-2026.en.mfa,joint statement by the foreign ministers of türkiye brazil denmark egypt france finland iceland indonesia ireland jordan luxembourg norway palestine portugal qatar saudi arabia slovenia spain sweden along with the,30,Politics / Election,2026-03
"Endonezya , Filistinin bağımsızlığı desteklenmezse ABD başkanlığındaki Barış Kurulundan çekilebilir",Turkey,2026-03-06 10:30:00,https://www.haberler.com/guncel/endonezya-filistin-in-bagimsizligi-desteklenmezse-19630429-haberi/,endonezya filistinin bağımsızlığı desteklenmezse abd başkanlığındaki barış kurulundan çekilebilir,9,Other,2026-03
Dutch premier condemns Israel expansion activities in West Bank – Middle East Monitor,Israel,2026-03-11 20:15:00,https://www.middleeastmonitor.com/20260311-dutch-premier-condemns-israels-expansion-activities-in-west-bank/,dutch premier condemns israel expansion activities in west bank middle east monitor,12,Other,2026-03
World News : 16 killed in Gaza and West Bank,United States,2026-03-16 00:45:00,https://www.gdnonline.com:443/Details/1378698,world news 16 killed in gaza and west bank,9,Conflict / Attack,2026-03
وقف التوسع الاستيطاني ودعم السلطة الفلسطينية,Israel,2026-03-10 12:00:00,https://www.raya.ps/articles/1213434.html,وقف التوسع الاستيطاني ودعم السلطة الفلسطينية,6,Other,2026-03
"Filistin Devlet Başkan Yardımcısı Şeyh ile Mısır Dışişleri Bakanı Abdulati , Gazze ve Batı Şeriayı görüştü",Turkey,2026-03-23 21:45:00,https://www.haberler.com/guncel/filistin-ve-misir-disisleri-gazze-ve-bati-seria-daki-saldirilari-degerlendirdi-19682944-haberi/,filistin devlet başkan yardımcısı şeyh ile mısır dışişleri bakanı abdulati gazze ve batı şeriayı görüştü,15,Other,2026-03
Cisjordanie  : deux Palestiniens tués par larmée israélienne,France,2026-03-30 16:00:00,https://www.lemonde.fr/guerre-au-proche-orient/article/2026/03/30/cisjordanie-deux-palestiniens-tues-par-l-armee-israelienne_6675469_6325529.html,cisjordanie deux palestiniens tués par larmée israélienne,7,Other,2026-03
İsrailin bir sonraki sömürgecilik aşamasının öngörülen beş aşaması,Turkey,2026-03-31 08:00:00,https://www.haksozhaber.net/israilin-bir-sonraki-somurgecilik-asamasinin-ongorulen-bes-asamasi-202130h.htm,i srailin bir sonraki sömürgecilik aşamasının öngörülen beş aşaması,9,Other,2026-03
Filistin topraklarını gasbeden İsraillilerin Batı Şeriadaki saldırılarında 8 Filistinli yaralandı,Turkey,2026-03-22 22:00:00,https://www.haberler.com/guncel/israilli-saldirilarda-8-filistinli-yaralandi-19680075-haberi/,filistin topraklarını gasbeden i sraillilerin batı şeriadaki saldırılarında 8 filistinli yaralandı,11,Other,2026-03
Filistin topraklarını gasbeden İsraillilerin Tubastaki saldırısında bazı Filistinliler yaralandı,Turkey,2026-03-26 10:30:00,https://www.bursadabugun.com/haber/filistin-topraklarini-gasbeden-israillilerin-tubas-taki-saldirisinda-bazi-filistinliler-yaralandi-1905948.html,filistin topraklarını gasbeden i sraillilerin tubastaki saldırısında bazı filistinliler yaralandı,10,Other,2026-03
"BM yetkilisi , işgal altındaki Filistin topraklarına saldırıların  endişe verici oranda  arttığını belirtti",Turkey,2026-03-25 04:15:00,https://www.trthaber.com/haber/dunya/bm-yetkilisi-isgal-altindaki-filistin-topraklarina-saldirilarin-endise-verici-oranda-arttigini-belirtti-938966.html,bm yetkilisi işgal altındaki filistin topraklarına saldırıların endişe verici oranda arttığını belirtti,12,Other,2026-03
"İsrail askerleri , işgal altındaki Batı Şeriada bir Filistinliyi yaraladı",Turkey,2026-03-27 21:15:00,https://www.haberler.com/guncel/israil-askerlerinin-beytullahim-de-actigi-atesle-filistinli-genc-yaralandi-19694566-haberi/,i srail askerleri işgal altındaki batı şeriada bir filistinliyi yaraladı,10,Other,2026-03
"Filistin topraklarını gasbeden İsraillilerin , Batı Şeriada başından yaraladığı Filistinli hayatını kaybetti",Turkey,2026-03-26 20:30:00,https://www.haberler.com/guncel/israil-in-saldirisinda-bir-filistinli-hayatini-kaybetti-19691725-haberi/,filistin topraklarını gasbeden i sraillilerin batı şeriada başından yaraladığı filistinli hayatını kaybetti,12,Other,2026-03
"İsrail askerleri , işgal altındaki Doğu Kudüste 2 Filistinliyi öldürdü",Turkey,2026-03-27 14:45:00,https://www.aa.com.tr/tr/dunya/israil-askerleri-isgal-altindaki-dogu-kuduste-2-filistinliyi-oldurdu/3881205,i srail askerleri işgal altındaki doğu kudüste 2 filistinliyi öldürdü,10,Other,2026-03
Filistinli lider Bergusi :  İsrail savaşla meşguliyeti fırsat bilerek Filistindeki ihlallerini artırıyor  ,Turkey,2026-03-28 11:45:00,https://www.haberler.com/guncel/israil-in-filistin-ihlalleri-artiyor-19695484-haberi/,filistinli lider bergusi i srail savaşla meşguliyeti fırsat bilerek filistindeki ihlallerini artırıyor,12,Other,2026-03
Filistin Toprak Günü  nün 50 . yılında İsrailin Filistinsizleştirme stratejisi nasıl devam ediyor ? ,Turkey,2026-03-30 10:45:00,https://www.aa.com.tr/tr/analiz/filistin-toprak-gununun-50-yilinda-israilin-filistinsizlestirme-stratejisi-nasil-devam-ediyor/3884922,filistin toprak günü nün 50 yılında i srailin filistinsizleştirme stratejisi nasıl devam ediyor,13,Other,2026-03
Siyonist İsrail askerleri Batı Şeriada baskın düzenledi : 23 Filistinli gözaltına alındı,Turkey,2026-03-31 10:30:00,https://www.sabah.com.tr/dunya/siyonist-israil-askerleri-bati-seriada-baskin-duzenledi-23-filistinli-gozaltina-alindi-7554035,siyonist i srail askerleri batı şeriada baskın düzenledi 23 filistinli gözaltına alındı,12,Other,2026-03
Filistin Toprak Günü 48  inci yılında Fiili işgalden resmi ilhaka,Turkey,2026-03-30 10:15:00,https://www.yeniakit.com.tr/haber/filistin-toprak-gunu-48inci-yilinda-fiili-isgalden-resmi-ilhaka-1992328.html,filistin toprak günü 48 inci yılında fiili işgalden resmi ilhaka,10,Other,2026-03
"BM yetkilisi , işgal altındaki Filistin topraklarına saldırıların  endişe verici oranda  arttığını belirtti",Turkey,2026-03-25 00:45:00,https://www.aa.com.tr/tr/dunya/bm-yetkilisi-isgal-altindaki-filistin-topraklarina-saldirilarin-endise-verici-oranda-arttigini-belirtti/3877966,bm yetkilisi işgal altındaki filistin topraklarına saldırıların endişe verici oranda arttığını belirtti,12,Other,2026-03
BM : İşgal altındaki Filistin topraklarına saldırılar  endişe verici oranda  arttı,Turkey,2026-03-25 08:00:00,https://www.haksozhaber.net/bm-isgal-altindaki-filistin-topraklarina-saldirilar-endise-verici-oranda-artti-201773h.htm,bm i şgal altındaki filistin topraklarına saldırılar endişe verici oranda arttı,11,Other,2026-03
"İşgalci İsrail , Batı Şeriada 7 kişiyi gözaltına aldı , yaşlı bir Filistinliyi darbetti",Turkey,2026-03-22 11:45:00,https://www.trthaber.com/haber/dunya/isgalci-israil-bati-seriada-7-kisiyi-gozaltina-aldi-yasli-bir-filistinliyi-darbetti-938691.html,i şgalci i srail batı şeriada 7 kişiyi gözaltına aldı yaşlı bir filistinliyi darbetti,14,Other,2026-03
"İsrail , Batı Şeriada 7 kişiyi gözaltına aldı , yaşlı bir Filistinliyi darbetti",Turkey,2026-03-22 11:45:00,https://www.haberler.com/guncel/israil-ordusu-bati-seria-da-gozaltilar-ve-saldirilar-duzenledi-19678718-haberi/,i srail batı şeriada 7 kişiyi gözaltına aldı yaşlı bir filistinliyi darbetti,12,Other,2026-03
"İşgalci İsrail , Batı Şeriada 7 kişiyi gözaltına aldı , yaşlı bir Filistinliyi darbetti",Turkey,2026-03-22 14:45:00,https://www.bursahakimiyet.com.tr/dunya/isgalci-israil-bati-seria-da-7-kisiyi-gozaltina-aldi-yasli-bir-filistinliyi-darbetti-1598908,i şgalci i srail batı şeriada 7 kişiyi gözaltına aldı yaşlı bir filistinliyi darbetti,14,Other,2026-03
ヨルダン川西岸 、 過去1年でパレスチナ人3 . 6万人超が強制避難＝国連,United States,2026-03-18 03:15:00,https://jp.reuters.com/economy/XV5DAKGHOROQJCPVMGDXRG6AUI-2026-03-18/,ヨルダン川西岸 過去1年でパレスチナ人3 6万人超が強制避難 国連,4,Other,2026-03
"İsrail askerlerinin , Batı Şeriada yaraladığı Filistinli çocuk hayatını kaybetti",Turkey,2026-03-27 22:00:00,https://www.haberler.com/guncel/israil-askerlerinin-baskininda-filistinli-cocuk-hayatini-kaybetti-19694605-haberi/,i srail askerlerinin batı şeriada yaraladığı filistinli çocuk hayatını kaybetti,10,Other,2026-03
Filistin topraklarını gasbeden İsraillilerin Batı Şeriadaki saldırılarında 8 Filistinli yaralandı,Turkey,2026-03-22 23:45:00,https://www.aa.com.tr/tr/dunya/filistin-topraklarini-gasbeden-israillilerin-bati-seriadaki-saldirilarinda-8-filistinli-yaralandi/3875189,filistin topraklarını gasbeden i sraillilerin batı şeriadaki saldırılarında 8 filistinli yaralandı,11,Other,2026-03
Filistin Toprak Günü : Siyonistlerin Filistinsizleştirme stratejisi nasıl devam ediyor ? ,Turkey,2026-03-30 22:45:00,https://www.haksozhaber.net/filistin-toprak-gunu-siyonistlerin-filistinsizlestirme-stratejisi-nasil-devam-ediyor-202104h.htm,filistin toprak günü siyonistlerin filistinsizleştirme stratejisi nasıl devam ediyor,9,Other,2026-03
"İsrailli Bakan Ben - Gvir , Filistinlilere saldıran İsraillilere bir kez daha desteğini açıkladı",Turkey,2026-03-25 13:30:00,https://www.internethaber.com/israilli-bakan-ben-gvir-filistinlilere-saldiran-israillilere-bir-kez-daha-destegini-acikladi-2436593h.htm,i srailli bakan ben gvir filistinlilere saldıran i sraillilere bir kez daha desteğini açıkladı,14,Other,2026-03
"UNSC : Gaza Crisis , West Bank Violence Unsustainable",United States,2026-03-24 23:45:00,https://www.miragenews.com/unsc-gaza-crisis-west-bank-violence-1643492/,unsc gaza crisis west bank violence unsustainable,7,Conflict / Attack,2026-03
Batı Şeriada İsrail ordusu ile Filistin topraklarını gasbeden İsraillilerin baskınlarında 3 Filistinli yaralandı,Turkey,2026-03-21 19:15:00,https://www.haberler.com/guncel/bati-seria-da-artan-israil-saldirilari-3-filistinli-yaralandi-19677596-haberi/,batı şeriada i srail ordusu ile filistin topraklarını gasbeden i sraillilerin baskınlarında 3 filistinli yaralandı,15,Other,2026-03
Katil İsrail askerleri El Halilde Filistinli bir genci gerçek mermiyle ateş açarak yaraladı,Turkey,2026-03-21 09:45:00,https://www.trthaber.com/haber/dunya/katil-israil-askerleri-el-halilde-filistinli-bir-genci-gercek-mermiyle-ates-acarak-yaraladi-938583.html,katil i srail askerleri el halilde filistinli bir genci gerçek mermiyle ateş açarak yaraladı,14,Other,2026-03
İsrail askerleri Batı Şeriada 23 Filistinliyi gözaltına aldı,Turkey,2026-03-31 09:45:00,https://www.aa.com.tr/tr/dunya/israil-askerleri-bati-seriada-23-filistinliyi-gozaltina-aldi/3886213,i srail askerleri batı şeriada 23 filistinliyi gözaltına aldı,9,Other,2026-03
"Filistin topraklarını gasbeden İsrailliler , Nablusta bir kız okuluna saldırdı",Turkey,2026-03-21 09:15:00,https://www.haberler.com/guncel/israil-nablus-taki-kiz-okulu-na-saldirdi-19676190-haberi/,filistin topraklarını gasbeden i srailliler nablusta bir kız okuluna saldırdı,10,Other,2026-03
Kurtulmuş : Nehirden denize özgür bir Filistin devletinin kurulmasını görmek inşallah hepimize nasip olur,Turkey,2026-03-31 18:30:00,https://www.haberler.com/politika/kurtulmus-nehirden-denize-ozgur-bir-filistin-19704216-haberi/,kurtulmuş nehirden denize özgür bir filistin devletinin kurulmasını görmek inşallah hepimize nasip olur,13,Other,2026-03
"Terörist İsrail , Filistinli çocuğu şehit etti",Turkey,2026-03-27 22:15:00,https://www.yeniakit.com.tr/haber/terorist-israil-filistinli-cocugu-sehit-etti-1991859.html,terörist i srail filistinli çocuğu şehit etti,7,Other,2026-03
Filistin topraklarını gasbeden İsraillilerin saldırıları Kuzey Ağvardaki bedeviler ge zorluyor,Turkey,2026-03-24 12:00:00,https://www.haberler.com/guncel/israil-in-saldirilariyla-kuzey-agvar-daki-bedevi-topluluklari-azaliyor-19684502-haberi/,filistin topraklarını gasbeden i sraillilerin saldırıları kuzey ağvardaki bedeviler ge zorluyor,11,Other,2026-03
"İşgalci İsrailliler , Nablusta bir kız okuluna saldırdı",Turkey,2026-03-21 09:45:00,https://www.trthaber.com/haber/dunya/isgalci-israilliler-nablusta-bir-kiz-okuluna-saldirdi-938581.html,i şgalci i srailliler nablusta bir kız okuluna saldırdı,9,Other,2026-03
Separating land from the people supports Israel colonial expansion – Middle East Monitor,Israel,2026-03-31 18:15:00,https://www.middleeastmonitor.com/20260331-separating-land-from-the-people-supports-israels-colonial-expansion/,separating land from the people supports israel colonial expansion middle east monitor,12,Other,2026-03
Filistin topraklarını gasbeden İsraillilerin Batı Şeriadaki saldırıları her geçen gün artıyor,Turkey,2026-03-25 11:30:00,https://www.aa.com.tr/tr/dunya/filistin-topraklarini-gasbeden-israillilerin-bati-seriadaki-saldirilari-her-gecen-gun-artiyor/3878520,filistin topraklarını gasbeden i sraillilerin batı şeriadaki saldırıları her geçen gün artıyor,12,Other,2026-03
İsrailli işgalciler Batı Şeriada 9 Filistinliyi yaraladı,Turkey,2026-03-23 06:00:00,https://www.trthaber.com/haber/dunya/israilli-isgalciler-bati-seriada-9-filistinliyi-yaraladi-938729.html,i srailli işgalciler batı şeriada 9 filistinliyi yaraladı,8,Other,2026-03
İsrail askerleri ve Yahudi yerleşimciler Batı Şeriada eş zamanlı saldırılar düzenledi,Turkey,2026-03-19 20:45:00,https://www.haberler.com/guncel/israil-in-bati-seria-daki-saldirilari-artiyor-19673171-haberi/,i srail askerleri ve yahudi yerleşimciler batı şeriada eş zamanlı saldırılar düzenledi,12,Other,2026-03
"İsrail , işgal altındaki Batı Şeriada düzenlediği baskınlarda 16 Filistinli kadını gözaltına aldı",Turkey,2026-03-18 10:15:00,https://www.haberler.com/guncel/israil-askerleri-bati-seria-da-16-filistinli-kadini-gozaltina-aldi-19668218-haberi/,i srail işgal altındaki batı şeriada düzenlediği baskınlarda 16 filistinli kadını gözaltına aldı,13,Other,2026-03
İsrail askerleri işgal altındaki Batı Şeriada 2 Filistinli çocuğu öldürdü,Turkey,2026-03-17 01:00:00,http://www.haberler.com/guncel/israil-askerleri-bati-seria-da-2-filistinli-cocugu-oldurdu-19664174-haberi/,i srail askerleri işgal altındaki batı şeriada 2 filistinli çocuğu öldürdü,11,Other,2026-03
İsrail askerleri işgal altındaki Batı Şeriada 2 Filistinli çocuğu öldürdü,Turkey,2026-03-17 00:30:00,https://www.haberler.com/guncel/israil-askerleri-bati-seria-da-2-filistinli-cocugu-oldurdu-19664174-haberi/,i srail askerleri işgal altındaki batı şeriada 2 filistinli çocuğu öldürdü,11,Other,2026-03
Batı Şerianın Ramallah kenti kırsalında 2 Filistinli çocuk öldürüldü,Turkey,2026-03-17 08:00:00,https://www.internethaber.com/bati-serianin-ramallah-kenti-kirsalinda-2-filistinli-cocuk-olduruldu-2435604h.htm,batı şerianın ramallah kenti kırsalında 2 filistinli çocuk öldürüldü,9,Other,2026-03
"İsrail , Nablusta bir kız okuluna saldırdı",Turkey,2026-03-21 11:00:00,https://www.birgun.net/haber/israil-nablusta-bir-kiz-okuluna-saldirdi-700660,i srail nablusta bir kız okuluna saldırdı,7,Other,2026-03
İsrail ordusunun Batı Şeriada düzenlediği baskınlarda 3 Filistinli yaralandı,Turkey,2026-03-20 15:30:00,https://www.haberler.com/guncel/israil-ordusu-bati-seria-da-baskinlar-duzenledi-19675065-haberi/,i srail ordusunun batı şeriada düzenlediği baskınlarda 3 filistinli yaralandı,10,Other,2026-03
الإحصاء في يوم الأرض : الاحتلال استولى على حوالي 6 آلاف دونم في الضفة عام 2025,Israel,2026-03-30 10:15:00,https://pnn.ps/news/721068,الإحصاء في يوم الأرض الاحتلال استولى على حوالي 6 آلاف دونم في الضفة عام 2025,15,Other,2026-03
Israeli settlers rampage across West Bank torching homes and cars,Israel,2026-03-22 13:15:00,https://www.middleeasteye.net/news/israeli-settlers-rampage-across-west-bank-torching-homes-and-cars,israeli settlers rampage across west bank torching homes and cars,10,Other,2026-03
İsrailden kız okuluna baskın ! Filistin bayrağı indirildi,Turkey,2026-03-21 10:15:00,https://www.posta.com.tr/dunya/israilden-kiz-okuluna-baskin-filistin-bayragi-indirildi-2975725,i srailden kız okuluna baskın filistin bayrağı indirildi,8,Other,2026-03
Filistin Devleti Başkan Yardımcısı Şeyh Türkiyeye geliyor,Turkey,2026-03-30 16:30:00,https://www.memleket.com.tr/filistin-devleti-baskan-yardimcisi-seyh-turkiyeye-geliyor-2355506h.htm,filistin devleti başkan yardımcısı şeyh türkiyeye geliyor,7,Other,2026-03
İşgal gleri El Halilde Filistinli bir genci yaraladı,Turkey,2026-03-21 13:15:00,https://www.haksozhaber.net/isgal-gucleri-el-halilde-filistinli-bir-genci-yaraladi-201612h.htm,i şgal gleri el halilde filistinli bir genci yaraladı,9,Other,2026-03
"Türkiye , Filistine Destek Vermeye Devam Ediyor",Turkey,2026-03-31 20:30:00,https://www.haberler.com/guncel/turk-buyukelci-cobanoglu-filistin-disisleri-19704452-haberi/,türkiye filistine destek vermeye devam ediyor,6,Other,2026-03
"İşgalci İsrail askerleri hem topraklarını gaspettiler , hem de gözaltına aldılar",Turkey,2026-03-30 09:45:00,https://www.haksozhaber.net/isgalci-israil-askerleri-hem-topraklarini-gaspettiler-hem-de-gozaltina-aldilar-202051h.htm,i şgalci i srail askerleri hem topraklarını gaspettiler hem de gözaltına aldılar,12,Other,2026-03
Dışişleri Bakanlığı : Batı Şeriada Filistinlilere yönelik baskıyı kınıyoruz,Turkey,2026-03-21 15:45:00,https://www.ensonhaber.com/gundem/disisleri-bakanligi-bati-seriada-filistinlilere-yonelik-baskiyi-kiniyoruz,dışişleri bakanlığı batı şeriada filistinlilere yönelik baskıyı kınıyoruz,8,Other,2026-03
"Cisjordanie : 36 000 Palestiniens déplacés en un an , lONU craint un  nettoyage ethnique ",France,2026-03-17 09:45:00,https://www.la-croix.com/international/cisjordanie-36-000-palestiniens-deplaces-en-un-an-l-onu-craint-un-nettoyage-ethnique-20260317,cisjordanie 36 000 palestiniens déplacés en un an lonu craint un nettoyage ethnique,13,Other,2026-03
İsrailin işkenceleri soykırım kapsamına alındı : Filistinliler gözaltında ölüyor,Turkey,2026-03-24 09:15:00,https://www.haber7.com/dunya/haber/3614425-israilin-iskenceleri-soykirim-kapsamina-alindi-filistinliler-gozaltinda-oluyor,i srailin işkenceleri soykırım kapsamına alındı filistinliler gözaltında ölüyor,9,Other,2026-03
İsrail askerleri işgal altındaki Batı Şeriada 2 Filistinli çocuğu öldürdü,Turkey,2026-03-17 04:00:00,https://www.aa.com.tr/tr/dunya/israil-askerleri-isgal-altindaki-bati-seria-da-2-filistinli-cocugu-oldurdu/3867414,i srail askerleri işgal altındaki batı şeriada 2 filistinli çocuğu öldürdü,11,Other,2026-03
"Growing settler violence in W . Bank draws local , intl condemnation",Turkey,2026-03-26 12:15:00,https://www.dailysabah.com/world/mid-east/growing-settler-violence-in-w-bank-draws-local-intl-condemnation,growing settler violence in w bank draws local intl condemnation,10,Conflict / Attack,2026-03
Israël : nouvelles attaques de colons contre plusieurs villages en Cisjordanie occupée,France,2026-03-22 17:00:00,https://www.sudouest.fr/international/moyen-orient/israel/israel-nouvelles-attaques-de-colons-contre-plusieurs-villages-en-cisjordanie-occupee-28399034.php,israël nouvelles attaques de colons contre plusieurs villages en cisjordanie occupée,11,Other,2026-03
"İsrail askerleri , bir Filistinliyi daha öldürdü",Turkey,2026-03-28 07:45:00,https://www.ensonhaber.com/gundem/israil-askerleri-bir-filistinliyi-daha-oldurdu,i srail askerleri bir filistinliyi daha öldürdü,7,Other,2026-03
"İsrail askerleri , işgal altındaki Doğu Kudüste bir Filistinliyi daha öldürdü",Turkey,2026-03-27 14:30:00,https://www.haberler.com/guncel/israil-askerlerinin-kalendiya-multeci-kampi-na-baskini-bir-filistinli-daha-hayatini-kaybetti-19693822-haberi/,i srail askerleri işgal altındaki doğu kudüste bir filistinliyi daha öldürdü,11,Other,2026-03
"Katil İsrail askerleri , Doğu Kudüste bir Filistinliyi daha katletti",Turkey,2026-03-28 07:30:00,https://www.haksozhaber.net/katil-israil-askerleri-dogu-kuduste-bir-filistinliyi-daha-katletti-201949h.htm,katil i srail askerleri doğu kudüste bir filistinliyi daha katletti,10,Other,2026-03
"Middle East Expert Draws Parallels Between Jewish , Palestinian Experiences",United States,2026-03-27 00:00:00,https://thehoya.com/news/middle-east-expert-draws-parallels-between-jewish-palestinian-experiences/,middle east expert draws parallels between jewish palestinian experiences,9,Other,2026-03
Champagnole . Une manifestation en soutien au peuple palestinien,France,2026-03-26 16:45:00,https://www.leprogres.fr/societe/2026/03/26/une-manifestation-en-soutien-au-peuple-palestinien,champagnole une manifestation en soutien au peuple palestinien,8,Other,2026-03
Dışişleri Bakanlığı : İsrailin Filistinlilere baskısını kınıyoruz,Turkey,2026-03-21 16:00:00,https://www.milliyet.com.tr/dunya/son-dakika-disisleri-bakanligi-israilin-filistinlilere-baskisini-kiniyoruz-7558348,dışişleri bakanlığı i srailin filistinlilere baskısını kınıyoruz,7,Other,2026-03
Hamastan Türkiyede üst düzey ziyaret,Turkey,2026-03-23 08:45:00,https://www.timeturk.com/politika/hamas-tan-turkiye-de-ust-duzey-ziyaret-haber-1830273,hamastan türkiyede üst düzey ziyaret,5,Conflict / Attack,2026-03
"Déplacement forcé « dune ampleur inédite » de plus de 36 . 000 Palestiniens en un an : en Cisjordanie , lONU craint un « nettoyage ethnique » ",France,2026-03-17 21:00:00,https://www.charentelibre.fr:443/international/proche-orient/en-cisjordanie-l-onu-craint-un-nettoyage-ethnique-28327858.php,déplacement forcé dune ampleur inédite de plus de 36 000 palestiniens en un an en cisjordanie lonu craint un nettoyage ethnique,21,Other,2026-03
Kosova - Türkiye maçı öncesi Priştinede heyecan artıyor,Turkey,2026-03-31 19:15:00,https://www.etikhaber.com/kosova-turkiye-maci-oncesi-pristinede-heyecan-artiyor,kosova türkiye maçı öncesi priştinede heyecan artıyor,7,Other,2026-03
Halálbüntetés : sztrájkolnak a palesztinok Ciszjordániában az új izraeli törvény miatt,United States,2026-04-01 23:30:00,https://hu.euronews.com/2026/04/01/halalbuntetes-sztrajkolnak-a-palesztinok-ciszjordaniaban-az-uj-izraeli-torveny-miatt,halálbüntetés sztrájkolnak a palesztinok ciszjordániában az új izraeli törvény miatt,10,Other,2026-04
Israel using ME crises to expand W . Bank settlements : Palestine FM,Turkey,2026-03-18 17:00:00,https://www.dailysabah.com/world/mid-east/israel-using-me-crises-to-expand-w-bank-settlements-palestine-fm,israel using me crises to expand w bank settlements palestine fm,11,Other,2026-03
Filistin Devlet Başkan Yardımcısı Şeyh yarın Türkiyeyi ziyaret edecek,Turkey,2026-03-30 10:45:00,https://www.haberler.com/guncel/filistin-devlet-baskan-yardimcisi-huseyin-es-seyh-turkiye-yi-ziyaret-edecek-19699125-haberi/,filistin devlet başkan yardımcısı şeyh yarın türkiyeyi ziyaret edecek,9,Other,2026-03
  Nem gyilkolták meg a lányomat : a család tagadja Izrael szerepét a francia újságírónő halálában,United States,2026-03-26 16:30:00,https://hu.euronews.com/my-europe/2026/03/26/nem-gyilkoltak-meg-a-lanyomat-a-csalad-tagadja-izrael-szerepet-a-francia-ujsagirono-halala,nem gyilkolták meg a lányomat a család tagadja izrael szerepét a francia újságírónő halálában,14,Other,2026-03
Almanyada savunma sanayisi şirketi Rheinmetall protesto edildi,Turkey,2026-03-25 13:15:00,https://www.haberler.com/guncel/almanya-da-savunma-sanayisi-sirketi-rheinmetall-19687772-haberi/,almanyada savunma sanayisi şirketi rheinmetall protesto edildi,7,Protest / Activism,2026-03
Eskişehirde Filistin eylemi :  İsraile ambargo uygulansın  - Evrensel,Turkey,2026-03-29 16:15:00,https://www.evrensel.net/haber/5977251/eskisehirde-filistin-eylemi-israile-ambargo-uygulansin,eskişehirde filistin eylemi i sraile ambargo uygulansın evrensel,8,Other,2026-03
الرئيس محمود عباس يتلقى اتصالا هاتفيا من الرئيس الإندونيسي برابوا سوبيانتو - شبكة فلسطين للأنباء,Israel,2026-03-23 22:00:00,https://www.shfanews.net/post/271610,الرئيس محمود عباس يتلقى اتصالا هاتفيا من الرئيس الإندونيسي برابوا سوبيانتو شبكة فلسطين للأنباء,14,Other,2026-03
Le chef d  état - major israélien juge les attaques des colons contre les civils palestiniens  moralement et éthiquement inacceptables ,France,2026-03-19 01:45:00,https://www.lemonde.fr/international/article/2026/03/19/le-chef-d-etat-major-israelien-juge-les-attaques-des-colons-contre-les-civils-palestiniens-moralement-et-ethiquement-inacceptables_6672276_3210.html,le chef d état major israélien juge les attaques des colons contre les civils palestiniens moralement et éthiquement inacceptables,19,Other,2026-03
Conflit israélo - palestinien  : Adoption par Israël dune loi décriée sur la peine de mort visant les Palestiniens,France,2026-03-31 02:15:00,https://www.20minutes.fr/monde/israel/4215888-20260331-conflit-israelo-palestinien-adoption-israel-loi-decriee-peine-mort-visant-palestiniens,conflit israélo palestinien adoption par israël dune loi décriée sur la peine de mort visant les palestiniens,17,Other,2026-03
"Filistin : İsrail , Batı Şeriadaki yerleşim politikasını yoğunlaştırıyor",Turkey,2026-03-17 19:15:00,https://www.trthaber.com/haber/dunya/filistin-israil-bati-seriadaki-yerlesim-politikasini-yogunlastiriyor-938143.html,filistin i srail batı şeriadaki yerleşim politikasını yoğunlaştırıyor,8,Other,2026-03
Esirlere işkenceyi öve öve bitiremiyor ! İsrailli bakan Ben Gvir hapishaneyi böyle bastı,Turkey,2026-03-29 10:00:00,https://www.turkiyegazetesi.com.tr/dunya/esirlere-iskenceyi-ove-ove-bitiremiyor-israilli-bakan-ben-gvir-hapishaneyi-boyle-bast-1780270,esirlere işkenceyi öve öve bitiremiyor i srailli bakan ben gvir hapishaneyi böyle bastı,13,Other,2026-03
Cisjordanie . Plus de 36 000 Palestiniens déplacés en un an  : lONU sinquiète dun « nettoyage ethnique » ,France,2026-03-17 10:00:00,https://www.ledauphine.com/politique/2026/03/17/plus-de-36-000-palestiniens-deplaces-en-un-an-l-onu-s-inquiete-d-un-nettoyage-ethnique,cisjordanie plus de 36 000 palestiniens déplacés en un an lonu sinquiète dun nettoyage ethnique,15,Other,2026-03
"Filistin Devlet Başkan Yardımcısı Şeyh , Türkiyeye geliyor",Turkey,2026-03-30 10:45:00,https://www.haberler.com/politika/filistin-devlet-baskan-yardimcisi-huseyin-seyh-turkiye-ye-geliyor-19699141-haberi/,filistin devlet başkan yardımcısı şeyh türkiyeye geliyor,7,Other,2026-03
Cisjordanie . Plus de 36 000 Palestiniens déplacés en un an  : lONU sinquiète dun « nettoyage ethnique » ,France,2026-03-17 11:15:00,https://www.dna.fr/politique/2026/03/17/plus-de-36-000-palestiniens-deplaces-en-un-an-l-onu-s-inquiete-d-un-nettoyage-ethnique,cisjordanie plus de 36 000 palestiniens déplacés en un an lonu sinquiète dun nettoyage ethnique,15,Other,2026-03
